"app_id","app_name","size_bytes","price","rating_count_total","rating_count_current","user_rating_total","user_rating_current","content_rating","genre","support_devices","language_num"
"181","PGA Championship 2016 â€“ Baltusrol Golf Club","64","0.00","10472","58","3.5","2.0","High maturity","Sports","37","1"
"182","BFMTV : l'info en continu","101","0.00","115","70","4.0","5.0","High maturity","News","37","1"
"183","MyRadar Pro NOAA Weather Radar, Forecasts & Storms","124","1.99","13915","205","4.5","5.0","Everyone","Weather","37","8"
"184","Spider:  The Secret of Bryce Manor","126","1.99","6780","68","4.0","4.5","Low maturity","Games","38","5"
"185","My Measures PRO","80","7.99","1701","35","4.0","4.5","Everyone","Productivity","37","21"
"186","Food Additives Checker (E Numbers)","6","1.99","6","0","3.5","0.0","Everyone","Health & Fitness","37","8"
"187","SFR Mon Compte","74","0.00","19","0","3.0","0.0","Everyone","Utilities","37","1"
"188","Baby Connect (Activity Log)","13","4.99","3483","79","4.5","5.0","Everyone","Medical","37","14"
"189","Epson iPrint","53","0.00","2838","26","3.0","2.5","Everyone","Photo & Video","37","12"
"190","Mad Libs","118","0.00","117889","725","3.0","4.5","Everyone","Entertainment","38","1"
"191","BATTLE BEARS: Zombies!","103","0.99","50710","309","3.5","4.0","Low maturity","Games","45","1"
"192","Hurricane Tracker","25","2.99","3960","0","4.5","0.0","Everyone","Weather","37","1"
"193","NFL Sunday Ticket","96","0.00","24258","305","3.0","2.5","Everyone","Entertainment","37","1"
"194","2016 US Open Tennis Championships","78","0.00","37522","39","4.0","3.0","Everyone","Sports","37","1"
"195","Dropbox","181","0.00","49578","16","3.5","3.0","Everyone","Productivity","37","20"
"196","Wa Kingyo - Goldfish Pond","56","0.99","626","44","4.0","5.0","Everyone","Entertainment","38","2"
"197","Monkey Preschool Lunchbox","229","1.99","9286","49","4.0","3.5","Everyone","Games","38","1"
"198","Yahoo Fantasy Sports","131","0.00","190670","19","3.5","2.5","High maturity","Sports","37","45"
"199","Gaia GPS Classic","53","19.99","2429","8","4.5","3.5","Everyone","Navigation","37","16"
"200","iLoan Calc (Loan calculator)","3","3.99","0","0","0.0","0.0","Everyone","Finance","37","3"
"201","GeocachingÂ®","108","0.00","12811","134","3.5","1.5","Everyone","Navigation","37","22"
"202","Camera+","89","1.99","32338","261","4.0","4.5","Everyone","Photo & Video","37","10"
"203","Alter Ego","14","4.99","262","43","4.0","4.0","High maturity","Games","40","1"
"204","Parking Mania","124","0.99","9657","47","4.5","4.5","Everyone","Games","38","12"
"205","Sudokuâº","2","2.99","18332","1007","4.5","5.0","Everyone","Games","37","2"
"206","Period Tracker Lite","50","0.00","53620","2872","4.0","5.0","High maturity","Health & Fitness","38","15"
"207","Camera Plus: For Macro Photos & Remote Photography","101","0.99","38533","36","2.5","3.5","Everyone","Photo & Video","37","11"
"208","The perfect Egg timer","15","0.99","40","0","3.5","0.0","Everyone","Food & Drink","37","7"
"209","Letter Quiz - alphabet tracing for kids","32","1.99","472","0","4.0","0.0","Everyone","Games","37","1"
"210","Starbucks","135","0.00","303856","7027","4.5","4.5","Everyone","Food & Drink","37","2"
"211","å¤®è§†å½±éŸ³-æµ·é‡å¤®è§†å†…å®¹é«˜æ¸…ç›´æ’­","55","0.00","2070","0","2.5","0.0","Everyone","Sports","37","1"
"212","Bloons TD","8","2.99","7941","76","4.0","3.5","Everyone","Games","47","1"
"213","Weight Watchers","231","0.00","136833","64","3.5","4.5","High maturity","Health & Fitness","37","6"
"214","CNN: Breaking US & World News, Live Video","80","0.00","112886","298","3.5","1.5","High maturity","News","37","1"
"215","Gilt","148","0.00","26353","3","3.5","2.5","Everyone","Shopping","37","2"
"216","TRUTH or DARE!!! - FREE","21","0.00","171055","31","3.0","3.5","High maturity","Entertainment","38","1"
"217","Canabalt","28","2.99","4540","140","4.0","4.5","Low maturity","Games","43","15"
"218","Alipay - Makes Life Easy","208","0.00","1926","2","3.0","3.0","Everyone","Lifestyle","38","3"
"219","Scanner911 Pro","34","3.99","14345","100","4.0","2.5","High maturity","News","37","1"
"220","Daily Teachings","20","4.99","1340","288","4.5","5.0","Everyone","Lifestyle","38","1"
"221","Scanner Pro - PDF document scanner app with OCR","101","3.99","31912","154","4.5","5.0","Everyone","Business","37","9"
"222","Twitter","211","0.00","354058","452","3.5","4.0","High maturity","News","37","33"
"223","Trainline UK: Live Train Times, Tickets & Planner","110","0.00","248","0","4.0","0.0","Everyone","Travel","37","1"
"224","CBS News - Watch Free Live Breaking News","78","0.00","11691","44","3.5","4.5","High maturity","News","37","1"
"225","iOvilus","10","1.99","381","6","3.0","2.0","High maturity","Entertainment","38","1"
"226","The Impossible Quiz!","45","0.00","18884","451","4.0","4.5","Low maturity","Entertainment","37","1"
"227","WolframAlpha","30","2.99","7410","82","4.0","4.5","Low maturity","Reference","37","1"
"228","Catan","376","1.99","15175","308","4.0","4.0","Everyone","Games","38","6"
"229","ScanBizCards Business Card Reader","97","0.99","3166","34","4.0","4.5","Everyone","Business","37","5"
"230","Walgreens â€“ Pharmacy, Photo, Coupons and Shopping","169","0.00","88885","333","4.5","4.0","High maturity","Shopping","37","1"
"231","King of Dragon Pass","364","9.99","882","85","5.0","5.0","High maturity","Games","43","1"
"232","Stylebook","44","3.99","1729","599","4.0","4.5","High maturity","Lifestyle","37","3"
"233","NBA","112","0.00","43682","19","3.5","2.5","Everyone","Sports","37","1"
"234","Blower","99","0.99","861","70","2.0","2.5","Everyone","Entertainment","40","1"
"235","My Cycles Period and Ovulation Tracker","78","0.00","7469","68","3.5","5.0","High maturity","Health & Fitness","37","2"
"236","Kmart â€“ Download Now, Shop Online & Pick Up Today!","94","0.00","4186","6","3.5","4.5","Everyone","Shopping","37","1"
"237","ä¼˜é…·è§†é¢‘","205","0.00","4885","0","3.5","0.0","High maturity","Entertainment","38","2"
"238","DOOM Classic","33","4.99","3970","509","4.0","4.0","High maturity","Games","40","5"
"239","SoundCloud - Music & Audio","105","0.00","135744","594","4.0","4.5","Everyone","Music","37","7"
"240","imo video calls and chat","23","0.00","18841","0","4.0","0.0","Everyone","Social Networking","38","29"
"241","Plane Finder - Flight Tracker","53","3.99","1438","171","4.0","4.0","Everyone","Navigation","37","10"
"242","Runtastic Running, Jogging and Walking Tracker","151","0.00","10298","7","4.5","3.5","Everyone","Health & Fitness","37","15"
"243","iFiles","47","0.99","1842","23","3.5","2.5","Everyone","Productivity","38","1"
"244","TeachMe: Kindergarten","60","1.99","2548","5","4.0","4.0","Everyone","Education","37","1"
"245","Moorhuhn Deluxe - Crazy Chicken","28","0.99","319","12","3.0","5.0","High maturity","Games","38","5"
"246","Victoriaâ€™s Secret â€“ The Sexiest Bras & Lingerie","61","0.00","34507","38","3.5","5.0","High maturity","Shopping","37","1"
"247","MONOPOLY Game","194","0.99","26482","331","3.5","2.5","Everyone","Games","37","6"
"248","n-tv Nachrichten","49","0.00","273","0","3.0","0.0","High maturity","News","37","1"
"249","Shazam Encore","147","2.99","8331","24","4.0","3.5","High maturity","Music","37","15"
"250","Harry Potter: Spells","125","0.99","17023","916","4.0","4.5","Everyone","Games","40","1"
"251","First Words Deluxe","63","4.99","1101","8","4.0","4.0","Everyone","Games","38","1"
"252","Clay Hunt","15","0.99","1193","1","4.0","2.0","High maturity","Games","40","1"
"253","Dream Team - be your own fantasy football manager","70","0.00","35","0","2.5","0.0","High maturity","Sports","37","1"
"254","Jet Car Stunts","33","1.99","4088","436","4.0","4.5","Everyone","Games","47","1"
"255","Call of Duty: Zombies","53","4.99","63943","31264","4.0","4.0","High maturity","Games","47","1"
"256","Walmart: Free 2-Day Shipping,* Easy Store Shopping","147","0.00","70286","51","3.0","4.0","Everyone","Shopping","37","1"
"257","AirWatch Agent","25","0.00","1150","0","2.5","0.0","Everyone","Business","37","19"
"258","Shop Savvy Barcode Scanner - Price Compare & Deals","90","0.00","54630","280","2.5","4.5","Everyone","Shopping","37","1"
"259","Voice Changer Plus","41","0.00","98777","233","3.0","4.0","Everyone","Entertainment","37","12"
"260","CatPaint","73","0.99","649","11","4.0","4.0","Everyone","Photo & Video","37","1"
"261","Redbox","84","0.00","60236","58","3.0","4.5","High maturity","Entertainment","37","1"
"262","ã‚¯ãƒƒã‚¯ãƒ‘ãƒƒãƒ‰ - No.1æ–™ç†ãƒ¬ã‚·ãƒ”æ¤œç´¢ã‚¢ãƒ—ãƒª","77","0.00","115","0","3.5","0.0","Everyone","Food & Drink","37","1"
"263","Trenches","37","0.99","26732","1428","4.0","4.5","High maturity","Games","43","1"
"264","The Christmas List","26","1.99","2722","1","4.5","5.0","Everyone","Shopping","37","1"
"265","Macy's","108","0.00","11013","76","3.5","5.0","Everyone","Shopping","37","1"
"266","Calorie Counter & Diet Tracker by MyFitnessPal","153","0.00","507706","181","4.5","4.5","Everyone","Health & Fitness","37","19"
"267","BlaBlaCar - Trusted Carpooling","112","0.00","397","0","4.5","0.0","Everyone","Travel","37","16"
"268","Refills Calendar - Scheduler - Note","36","9.99","196","3","4.0","5.0","Everyone","Productivity","38","2"
"269","5-0 Radio Pro Police Scanner (Extra Feeds)","50","3.99","24553","2620","4.0","4.5","Low maturity","News","38","26"
"270","Hipstamatic","114","2.99","12557","6","3.5","5.0","Everyone","Photo & Video","37","15"
"271","Sing Karaoke Songs Unlimited with StarMaker","91","0.00","26227","7","4.0","4.5","Low maturity","Music","37","14"
