"app_id","app_name","size_bytes","price","rating_count_total","rating_count_current","user_rating_total","user_rating_current","content_rating","genre","support_devices","language_num"
"1667","Lep's World 3 Plus - the super best platformer games","71","0.99","4678","205","4.5","4.0","Everyone","Games","38","19"
"1668","Elmo Loves 123s","520","4.99","95","21","3.5","3.5","Everyone","Games","24","1"
"1669","åœ°å…ƒã®æŽ²ç¤ºæ¿ã€Œã‚¸ãƒ¢ãƒ†ã‚£ãƒ¼ã€åœ°å…ƒã§ã‚«ãƒ³ã‚¿ãƒ³ï¼ãƒ•ãƒªãƒžã‚ˆã‚Šã‚‚ãŠå¾—ï¼","109","0.00","0","0","0.0","0.0","Everyone","Shopping","37","1"
"1670","Athletics: Summer Sports (Full Version)","85","0.99","365","3","4.5","4.5","Everyone","Games","37","1"
"1671","WWF Together","1273","0.00","1385","25","4.5","4.5","Everyone","Education","37","5"
"1672","Radio - USA","56","0.00","109","2","4.0","3.0","Everyone","Entertainment","37","15"
"1673","Cliff Diving Champ","52","0.99","61","35","4.5","4.5","Everyone","Games","43","1"
"1674","ElfYourself by Office Depot, Inc.","110","0.00","12177","184","4.0","3.5","Everyone","Entertainment","37","4"
"1675","ä»Šæ—¥å¤´æ¡(ä¸“ä¸šç‰ˆ) - æŽ¨èçƒ­ç‚¹æ–°é—»èµ„è®¯ã€å¨±ä¹è§†é¢‘","108","0.99","128","0","4.5","0.0","High maturity","News","38","2"
"1676","TimeStamp Photo with GPS Address Location","1","1.99","93","15","2.5","2.5","Everyone","Photo & Video","40","1"
"1677","Sonic Dash","187","0.00","418033","419","4.5","4.5","Everyone","Games","37","7"
"1678","Instant Fitness : 600+ exercises, 100+ workouts, home, exercise workout trainer, 7 minute workout, on-the-go personal mobile fitness trainer by Fitness Buddy and Instant Heart Rate","80","9.99","571","214","4.5","4.5","Everyone","Health & Fitness","38","1"
"1679","SeatGeek â€“ Tickets to Sports, Concerts & Broadway","68","0.00","6088","196","4.5","5.0","Everyone","Entertainment","37","1"
"1680","Rocket Video for Google Cast and Chromecast to TV","49","1.99","4806","153","5.0","4.5","High maturity","Productivity","38","5"
"1681","é€”å®¶-å…¨çƒå…¬å¯“æ°‘å®¿é¢„è®¢å¹³å°","76","0.00","17","2","4.5","5.0","High maturity","Travel","37","1"
"1682","AVP: Evolution","875","2.99","4996","732","4.5","4.5","High maturity","Games","38","8"
"1683","Deer Hunter Classic","186","0.00","179111","167","4.5","4.5","High maturity","Games","38","12"
"1684","é›¶åŸºç¡€å­¦éŸ³æ ‡","319","0.99","12","2","4.5","3.0","Everyone","Education","40","2"
"1685","Naughty or Nice Scan Free","19","0.00","729","194","3.5","3.5","Everyone","Entertainment","38","2"
"1686","Garmin Connectâ„¢ Mobile","285","0.00","8341","156","3.0","4.5","Everyone","Health & Fitness","37","29"
"1687","BookScanner App","14","1.99","160","12","4.0","4.0","Everyone","Book","37","22"
"1688","ä¸­å›½ç§»åŠ¨æ‰‹æœºè¥ä¸šåŽ…(ä¸­å›½ç§»åŠ¨å®˜æ–¹)","62","0.00","82","2","2.5","5.0","Everyone","Utilities","38","1"
"1689","Cubasis 2 - Mobile Music Creation System","1033","49.99","297","17","4.0","4.5","Everyone","Music","24","1"
"1690","ä¹°ç«è½¦ç¥¨Pro","4","4.99","14","0","5.0","0.0","Everyone","Productivity","38","1"
"1691","ZEDGEâ„¢ Ringtones","53","0.00","9010","165","3.5","1.0","High maturity","Entertainment","37","12"
"1692","Napster - Top Music & Radio","185","0.00","14268","80","4.0","3.5","High maturity","Music","37","11"
"1693","Warbits","185","4.99","1051","43","4.5","5.0","Low maturity","Games","40","1"
"1694","Google Maps - Navigation & Transit","120","0.00","154911","1253","4.5","4.0","High maturity","Navigation","37","34"
"1695","Super Stickman Golf 2","97","0.00","46859","2808","4.5","4.5","Everyone","Games","38","1"
"1696","PicTapGo","33","1.99","1175","0","4.5","0.0","Everyone","Photo & Video","37","6"
"1697","è‚Œå¹´é½¢è¨ºæ–­","2","0.00","0","0","0.0","0.0","Everyone","Entertainment","43","2"
"1698","Dr. Panda Veggie Garden","159","2.99","124","9","4.0","4.5","Everyone","Education","40","15"
"1699","QRã‚³ãƒ¼ãƒ‰ãƒªãƒ¼ãƒ€ãƒ¼ for iPhone","5","0.00","0","0","0.0","0.0","Everyone","Productivity","37","2"
"1700","Ski Jumping Pro","233","0.99","308","56","4.0","4.0","Everyone","Games","39","22"
"1701","Wild Kratts Creature Power","101","1.99","155","63","3.5","3.5","Everyone","Games","43","1"
"1702","iMaps+ for Google Maps â„¢ and Street View â„¢ : Transit and Offline Contacts","18","2.99","1225","63","4.0","4.0","Everyone","Navigation","37","1"
"1703","Alphabet Aquarium School Adventure Vol 1: Teachme Letters - Animated Puzzle Games for Preschool and Kindergarten Explorers by 22learn","57","1.99","150","120","4.0","4.0","Everyone","Games","43","1"
"1704","Amaziograph","21","0.99","181","14","4.0","4.0","Everyone","Entertainment","24","1"
"1705","Monash University Low FODMAP Diet","48","7.99","159","1","3.5","2.0","High maturity","Medical","38","2"
"1706","ç«è½¦ç¥¨Pro for 12306","22","0.99","76","4","5.0","5.0","Everyone","Travel","38","2"
"1707","Santa Tracker Christmas Free","50","0.00","134","11","3.5","3.5","Everyone","Entertainment","37","6"
"1708","Block Fortress","344","1.99","15430","63","4.5","4.5","High maturity","Games","37","1"
"1709","ABCmouse.com - Early Learning Academy","267","0.00","18749","119","4.5","4.5","Everyone","Education","38","1"
"1710","Golf Live Extra","11","0.00","840","0","3.0","0.0","Everyone","Sports","37","1"
"1711","Microsoft Word","334","0.00","47999","691","4.5","4.5","Everyone","Productivity","37","33"
"1712","Microsoft PowerPoint","337","0.00","10939","92","4.0","4.5","Everyone","Productivity","37","33"
"1713","Coin Party: Carnival Pusher","222","0.00","2057","109","4.5","4.5","High maturity","Games","40","1"
"1714","Microsoft Excel","323","0.00","24430","357","4.5","4.5","Everyone","Productivity","37","33"
"1715","ã‚¦ã‚£ã‚ºãƒ€ãƒ è‹±å’Œãƒ»å’Œè‹±è¾žå…¸ 2","266","23.99","5","0","5.0","0.0","Everyone","Reference","37","2"
"1716","STAR WARSâ„¢: FORCE COLLECTION","374","0.00","3936","3","4.0","3.5","Everyone","Games","38","1"
"1717","Smart Alarm Clock : sleep cycle & snoring recorder","50","0.00","3779","14","4.0","4.5","Everyone","Health & Fitness","37","9"
"1718","ä¸¸äº€è£½éºº","16","0.00","0","0","0.0","0.0","Everyone","Food & Drink","38","2"
"1719","PicsArt Photo Studio: Collage Maker & Pic Editor","125","0.00","29078","6","4.5","4.0","High maturity","Photo & Video","37","21"
"1720","1 Second Everyday: Video Diary","115","4.99","2433","10","3.5","4.5","Everyone","Photo & Video","37","1"
"1721","The Walking Dead: Dead Yourself","110","0.00","2369","11","4.5","5.0","High maturity","Entertainment","37","8"
"1722","Bokeh Lens","4","0.99","206","15","4.0","4.5","Everyone","Photo & Video","37","1"
"1723","Score Darts","9","3.99","105","28","4.5","4.5","Everyone","Sports","38","1"
"1724","ProTracker Plus Weight, Calorie & Exercise Tracker","76","2.99","2319","40","4.5","4.0","Everyone","Health & Fitness","37","2"
"1725","VSCO","99","0.00","11174","0","3.5","0.0","High maturity","Photo & Video","37","16"
"1726","Moto Madness - 3d Motor Bike Stunt Racing Game","33","0.99","13","2","3.0","3.5","Everyone","Games","43","1"
"1727","Baidu Videos","142","0.00","1","1","5.0","5.0","High maturity","Entertainment","38","2"
"1728","Drawing Desk - Draw, Paint, Doodle & Sketch board","116","0.00","11040","644","4.0","4.5","Everyone","Productivity","37","11"
"1729","Alpaca World HD+","229","0.00","1191","572","4.5","4.5","Everyone","Games","40","1"
"1730","SportsManias: Sports Emojis, Fantasy & Team News","54","0.00","2431","14","4.5","4.5","High maturity","Sports","37","1"
"1731","Open Food Facts","7","0.00","1","1","1.0","1.0","Everyone","Food & Drink","37","1"
"1732","Gym Log+ â€” Workout and Fitness Tracker","77","4.99","50","0","4.0","0.0","Everyone","Health & Fitness","37","11"
"1733","2XL Snocross","142","1.99","181","3","4.0","3.5","Everyone","Games","37","5"
"1734","H&M","27","0.00","687","19","3.0","2.5","Everyone","Shopping","37","6"
"1735","7-Eleven, Inc.","43","0.00","1356","73","2.5","2.5","Everyone","Food & Drink","38","1"
"1736","METAL SLUG 2","84","2.99","421","174","4.5","4.5","Low maturity","Games","43","2"
"1737","ã‚²ã‚ªã€€ã‚¯ãƒ¼ãƒãƒ³ãŒè²°ãˆã‚‹ï¼ã‚²ãƒ¼ãƒ äºˆç´„ã‚‚ã§ãã‚‹ï¼","34","0.00","0","0","0.0","0.0","High maturity","Entertainment","40","1"
"1738","Plant Nanny - Water Reminder with Cute Plants","75","0.00","27421","2544","4.5","4.5","Everyone","Health & Fitness","38","12"
"1739","Little Inferno HD","122","4.99","2145","189","4.5","4.5","High maturity","Games","39","7"
"1740","First Grade Learning Games (School Edition)","23","3.99","7","0","3.5","0.0","Everyone","Education","37","1"
"1741","Hardcore Dirt Bike 2","47","1.99","26","3","3.0","1.0","Low maturity","Games","40","1"
"1742","Slots Discovery","65","0.00","754","21","4.0","4.0","High maturity","Games","40","3"
"1743","bloxorz","28","0.99","56","17","4.0","4.0","Everyone","Games","43","16"
"1744","Musi - Unlimited Music For YouTube","17","0.00","25193","245","4.5","5.0","High maturity","Music","37","2"
"1745","è¿”åˆ©-ä¸“æ³¨ç½‘è´­çœé’±çš„APP","72","0.00","97","0","4.0","0.0","High maturity","Shopping","38","2"
"1746","å®¶å›­7ï¼šé›ªåŸŽå¢žå¼ºç‰ˆ","47","0.99","3","3","3.5","3.5","Everyone","Games","43","12"
"1747","Endless Alphabet","76","8.99","10534","20","5.0","5.0","Everyone","Education","37","1"
"1748","CARROT To-Do - Talking Task List","8","2.99","11322","10","5.0","4.5","Low maturity","Productivity","37","1"
"1749","Photo and Video Transfer over wifi app","10","2.99","307","152","4.5","4.5","Everyone","Productivity","40","6"
"1750","BeautyCam - AR Carnie selfie","161","0.00","2082","12","5.0","5.0","Everyone","Photo & Video","37","6"
"1751","ã‚µã‚¯ã‚µã‚¯ãƒã‚§ãƒƒã‚«ãƒ¼ æœ€é©åŒ–  -  iChecker","33","0.00","0","0","0.0","0.0","Everyone","Entertainment","37","1"
"1752","Vine Camera","52","0.00","90355","150","3.5","1.5","Everyone","Photo & Video","37","25"
"1753","Flick Champions Winter Sports","93","0.99","2505","0","4.5","0.0","Everyone","Games","37","1"
"1754","CloudApp Mobile","15","1.99","130","10","2.0","1.5","Everyone","Productivity","37","1"
"1755","teamLabBody-3D Motion Human Anatomy-","131","24.99","1","1","1.0","1.0","High maturity","Medical","38","2"
"1756","Units Plus Converter - Convert Any Unit & Currency","6","3.99","525","140","4.5","4.5","Everyone","Utilities","38","1"
"1757","Gin Rummy Pro","69","1.99","1941","154","4.5","4.5","Everyone","Games","43","1"
"1758","Trenches II","257","0.99","2232","70","4.5","3.5","High maturity","Games","40","5"
"1759","SolitaireÂ·","25","0.00","66002","3238","4.5","4.5","Everyone","Games","37","18"
"1760","å¤©çŒ«HD","213","0.00","198","2","4.5","1.0","High maturity","Shopping","24","2"
"1761","ä»™åŠå¥‡ä¿ å‚³1 DOSæ‡·èˆŠç‰ˆ","308","1.99","104","54","4.0","4.0","Everyone","Games","43","3"
"1762","å®¶è¨ˆç°¿ãƒžãƒãƒ¼ãƒ•ã‚©ãƒ¯ãƒ¼ãƒ‰-è‡ªå‹•é€£æºã§ç°¡å˜ äººæ°—ã®å®¶è¨ˆç°¿","186","0.00","14","0","5.0","0.0","High maturity","Finance","37","2"
"1763","Pearl's Peril - Hidden Object Adventures","279","0.00","41428","20","4.5","4.5","Low maturity","Games","24","14"
"1764","Star Warsâ„¢ Pinball 5","90","1.99","3025","275","4.5","4.5","Low maturity","Games","40","1"
"1765","Bombsquad - Defuse the Bomb","241","4.99","96","0","3.0","0.0","High maturity","Games","37","1"
"1766","4 Bilder 1 Wort","119","0.00","2","2","2.5","2.5","High maturity","Games","37","1"
"1767","BringGo Western Europe","136","0.99","0","0","0.0","0.0","Everyone","Navigation","37","1"
"1768","Baby Care & Dress Up - Love & Have Fun with Babies","124","0.00","5230","73","4.0","4.5","Everyone","Games","38","11"
"1769","4 Pics 1 Word","132","0.00","80308","489","4.5","4.5","High maturity","Games","37","1"
"1770","Marvel Pinball","87","0.99","2298","63","4.0","4.5","Low maturity","Games","40","1"
"1771","Temple Run: Oz","218","1.99","14912","151","4.0","4.0","Low maturity","Games","40","10"
"1772","4 Images 1 Mot","130","0.00","78","6","4.0","4.0","Everyone","Games","37","1"
"1773","PhotoPills","39","9.99","166","16","4.5","5.0","Everyone","Photo & Video","37","6"
"1774","Theory Test and Hazard Perception Pro","552","3.99","0","0","0.0","0.0","Everyone","Education","37","1"
"1775","Nick","38","0.00","13237","102","3.5","3.5","Everyone","Entertainment","37","13"
"1776","Despicable Me: Minion Rush","147","0.00","464312","444","4.5","4.5","Low maturity","Games","38","16"
"1777","Worms3","362","4.99","4422","2200","4.0","4.0","Low maturity","Games","43","8"
"1778","Essential Anatomy 5","844","19.99","2747","183","4.5","5.0","High maturity","Medical","37","1"
"1779","HabitSeed","15","0.99","53","42","4.5","4.5","Everyone","Health & Fitness","40","25"
"1780","Speech Jammer","36","0.00","1205","2","3.0","5.0","Everyone","Entertainment","37","2"
"1781","Real Basketball","70","0.00","198050","94315","4.5","4.5","Everyone","Games","43","1"
"1782","Plants vs. Zombiesâ„¢ 2","99","0.00","267394","1763","4.5","4.5","Low maturity","Games","37","6"
"1783","å°šå“ç½‘ - å…¨çƒç²¾å“é«˜ç«¯æ—¶å°šè´­ç‰©ç½‘ç«™","71","0.00","0","0","0.0","0.0","Everyone","Shopping","38","2"
"1784","Clear Vision 2","35","0.99","10477","10477","4.5","4.5","High maturity","Games","43","1"
"1785","Perfect Video - Video Editor & Movie Maker (Pro)","21","3.99","594","68","4.5","5.0","Everyone","Photo & Video","37","19"
"1786","Kingdom Rush Frontiers","293","1.99","6419","531","4.5","5.0","Low maturity","Games","40","1"
"1787","Kingdom Rush Frontiers HD","439","2.99","11447","726","5.0","5.0","Low maturity","Games","24","1"
"1788","CSR Classics","1081","0.00","43770","722","4.5","4.5","Everyone","Games","38","5"
"1789","Disney Junior Appisodes","394","0.00","6009","16","3.5","4.0","Everyone","Entertainment","37","2"
"1790","Sleep Meister - Sleep Cycle Alarm","17","0.99","34","2","4.0","5.0","Everyone","Health & Fitness","37","2"
"1791","Sleep Meister - Sleep Cycle Alarm Lite","23","0.00","445","12","4.5","5.0","Everyone","Health & Fitness","37","2"
"1792","Mr. Crab","134","0.00","9875","33","4.5","4.0","Everyone","Games","37","9"
"1793","InstaBeauty -Camera&Photo Editor&Pic Collage Maker","89","0.00","4818","53","4.5","4.5","Everyone","Photo & Video","25","3"
"1794","UNiDAYS: Student Discounts for Shopping Top Brands","68","0.00","53","1","2.5","5.0","Everyone","Shopping","37","15"
"1795","FanDuel - Daily Fantasy Baseball, Golf & Sports","89","0.00","8014","59","4.5","5.0","High maturity","Sports","37","1"
"1796","Second Grade Learning Games","21","2.99","322","13","4.5","5.0","Everyone","Education","37","1"
"1797","School of Chaos Online MMORPG","210","0.00","5237","129","4.5","4.5","High maturity","Games","38","1"
"1798","Minecraft: Papercraft Studio","82","2.99","1044","1","4.5","5.0","Everyone","Games","37","1"
"1799","LGV Theory Test and Hazard Perception","543","9.99","0","0","0.0","0.0","Everyone","Education","37","1"
"1800","Speakaboos Reading App: Stories & Songs for Kids","77","0.00","440","23","4.0","4.0","Everyone","Education","38","1"
"1801","é“¶è”é’±åŒ…- é“¶è¡Œå¡ç®¡å®¶ï¼Œæ‰«ç æ”¯ä»˜äº«ä¼˜æƒ ","91","0.00","9","1","3.5","3.0","High maturity","Finance","37","1"
"1802","Papa's Burgeria To Go!","44","0.99","570","5","4.5","4.0","Everyone","Games","37","16"
"1803","Pictoword: Fun 2 Pics Guess What's the Word Trivia","126","0.00","186089","1010","5.0","4.5","Everyone","Games","37","1"
"1804","SFind Premium Search for Spotify, YouTube & iTunes","8","2.99","411","11","3.0","4.5","Everyone","Entertainment","40","15"
"1805","Junk Jack","161","4.99","6891","34","4.5","4.0","Everyone","Games","37","1"
"1806","Ridiculous Fishing - A Tale of Redemption","50","2.99","9095","3789","4.5","4.5","High maturity","Games","43","1"
"1807","Cover Orange 2: Journey","85","0.99","10604","3488","4.5","4.5","Everyone","Games","43","11"
"1808","CVS","79","0.00","12402","338","4.5","4.0","High maturity","Shopping","24","2"
"1809","A Beautiful Mess","64","0.99","4251","786","4.0","4.5","Everyone","Photo & Video","38","1"
"1810","Smash Hit","98","0.00","126233","22200","4.5","4.5","Everyone","Games","40","9"
"1811","Sprinkle Islands","48","1.99","2972","1160","4.5","4.0","Everyone","Games","43","9"
"1812","Racing Rivals","340","0.00","55548","97","4.0","3.5","Everyone","Games","38","8"
"1813","Little Inferno","48","2.99","418","52","4.0","4.5","High maturity","Games","39","6"
"1814","Get Drunk Not Fat","33","0.99","19","5","2.5","2.0","High maturity","Food & Drink","38","1"
"1815","Photon Safe Web Browser with Flash Player for Kids","35","4.99","53","2","2.5","3.0","Everyone","Education","24","10"
"1816","Pirate Power","112","0.00","2555","332","4.5","4.5","Low maturity","Games","38","2"
"1817","Hunting Simulator","68","2.99","50","9","3.5","2.5","High maturity","Sports","43","1"
"1818","Iron Force","125","0.00","141634","1655","5.0","4.0","High maturity","Games","38","12"
"1819","Facetune","61","3.99","7643","110","4.5","4.5","Everyone","Photo & Video","38","12"
"1820","Solitaire Classic Card Gameâ„¢","141","0.00","22079","193","4.5","4.0","Everyone","Games","43","1"
"1821","RPG AVABEL ONLINE","136","0.00","10514","86","4.5","5.0","Low maturity","Games","38","2"
"1822","Fireman Sam - Fire & Rescue","216","1.99","38","1","3.5","1.0","Everyone","Games","40","10"
"1823","Glow Puzzle","25","1.99","2374","464","4.5","4.5","Everyone","Games","43","1"
"1824","MOLDIV - Photo Editor, Collage & Beauty Camera","120","0.00","39501","4851","4.5","4.5","Everyone","Photo & Video","37","18"
"1825","Farm Heroes Saga","262","0.00","187579","286","4.5","4.5","Everyone","Games","38","14"
"1826","è…¾è®¯å¾®äº‘HD-å®‰å…¨å¤‡ä»½å…±äº«æ–‡ä»¶å’Œç…§ç‰‡","61","0.00","138","0","4.0","0.0","Everyone","Productivity","24","1"
"1827","IMPOSSIBLE ROAD","128","2.99","8249","18","4.0","4.5","Everyone","Games","37","1"
"1828","X-War: Clash of Zombies","43","0.00","17254","237","5.0","4.5","Low maturity","Games","40","3"
"1829","Cut the Rope: Time Travel","67","0.99","9003","1038","5.0","4.5","Everyone","Games","40","10"
"1830","Cut the Rope: Time Travel HD","118","0.99","4294","829","4.5","4.5","Everyone","Games","24","10"
"1831","Dr. Panda Supermarket","139","2.99","342","24","4.0","4.5","Everyone","Education","40","19"
"1832","ì‹¤ì‹œê°„ ë‚ ì”¨","5","0.00","12","0","3.5","0.0","Everyone","Weather","38","1"
"1833","FINAL FANTASY V","167","14.99","1808","212","4.5","5.0","Low maturity","Games","43","12"
"1834","Alarmy Pro (Sleep If U Can) - Alarm Clock","171","1.99","964","3","4.5","5.0","Everyone","Lifestyle","37","32"
"1835","Theory Test for Car Drivers - Driving Test Success","65","2.99","1","1","1.0","1.0","Everyone","Education","38","1"
"1836","Hazard Perception Mega Pack - Driving Test Success","903","2.99","0","0","0.0","0.0","Everyone","Education","38","1"
"1837","Multiplayer for Minecraft PE","33","2.99","35109","26","4.0","2.0","Everyone","Games","37","1"
"1838","Infinity Blade III","3013","0.99","37673","9983","4.0","4.5","High maturity","Games","40","18"
"1839","æ˜“ç»å…¨é›†-[æœ‰å£°è¯»ç‰©]","212","0.99","0","0","0.0","0.0","Everyone","Reference","40","1"
"1840","Asphalt 8: Airborne","1778","0.00","188568","2850","4.5","4.5","High maturity","Games","37","15"
"1841","Frozen: Storybook Deluxe - Now with Frozen Fever!","1223","4.99","903","12","3.5","4.0","Everyone","Entertainment","38","5"
"1842","Duck Life","236","0.99","1257","2","4.0","4.5","Everyone","Games","37","1"
"1843","Star WarsÂ®: Knights of the Old Republicâ„¢","2470","9.99","8767","965","4.0","4.5","High maturity","Games","40","5"
"1844","PlayKids - Educational Cartoons and Games for Kids","377","0.00","2196","63","4.0","4.5","Everyone","Education","37","8"
"1845","WRAL Weather Alert","69","0.00","25","1","3.0","1.0","Everyone","Weather","37","30"
"1846","Face Swap and Copy Free â€“ Switch & Fusion Faces in a Photo","11","0.00","431","326","4.0","5.0","Everyone","Catalogs","38","1"
"1847","InstaMag - Free Pic and Photo Collage Maker","95","0.00","16221","262","4.5","5.0","Everyone","Photo & Video","38","4"
"1848","Ghost Observer - ghost detector & spirit radar","52","0.00","1193","38","3.5","3.5","Low maturity","Entertainment","37","8"
"1849","Videoshop - Video Editor","141","1.99","57878","6343","4.5","5.0","Everyone","Photo & Video","37","8"
"1850","Redline Rush","54","0.99","1766","397","4.5","4.5","Everyone","Games","43","30"
"1851","æµ·é®®!!ã™ã—è¡—é“","108","4.99","0","0","0.0","0.0","Everyone","Games","38","1"
"1852","Village Life: Love, Marriage and Babies","503","0.00","116620","6593","4.5","4.5","Everyone","Games","38","8"
"1853","Eyes - the horror game","103","0.99","567","312","4.5","4.5","High maturity","Games","40","1"
"1854","Slow Shutter!","2","1.99","230","141","4.0","4.5","Everyone","Photo & Video","38","1"
"1855","Hopscotch","118","0.00","4057","111","4.5","4.0","Everyone","Education","37","3"
"1856","æ¥½å¤©å¸‚å ´ for iPad","13","0.00","6","0","4.0","0.0","Everyone","Lifestyle","24","1"
"1857","Cute CUT Pro - Full Featured Video Editor","52","5.99","1478","253","4.0","4.5","Everyone","Photo & Video","38","12"
"1858","Farm Story 2â„¢","113","0.00","13142","77","4.0","4.0","Everyone","Games","43","8"
"1859","Teenage Mutant Ninja Turtles: Rooftop Run","150","3.99","15398","2492","4.0","4.0","Low maturity","Games","43","7"
"1860","Covet Fashion - The Game for Dresses & Shopping","113","0.00","75034","66","4.0","4.0","Everyone","Games","38","6"
"1861","é©¾æ ¡ä¸€ç‚¹é€š-ä¿è¿‡ç‰ˆï¼Œ2017æœ€æ–°é©¾è€ƒå­¦è½¦å®å…¸","102","0.00","16","0","4.5","0.0","High maturity","Education","38","2"
"1862","ameli, l'Assurance Maladie","45","0.00","8","1","4.0","4.0","Everyone","Health & Fitness","37","1"
"1863","ã€ãƒžã‚¤ãƒŠãƒ“ãƒã‚¤ãƒˆå¤§å­¦ç”Ÿç‰ˆã€‘å¤§å­¦ç”Ÿã®ãƒã‚¤ãƒˆæŽ¢ã—ãƒ»ã‚¢ãƒ«ãƒã‚¤ãƒˆæ±‚äºº","40","0.00","0","0","0.0","0.0","Everyone","Lifestyle","38","1"
"1864","Design This Castle","243","0.00","2500","162","4.0","4.5","Everyone","Games","38","1"
"1865","Oldify - Old Face Photo Booth App","98","0.99","864","0","4.5","0.0","Everyone","Entertainment","37","13"
"1866","Prime Photos from Amazon","76","0.00","10511","2201","4.0","4.5","Everyone","Photo & Video","37","9"
"1867","BeautyPlus - Selfie Camera for a Beautiful Image","128","0.00","7503","334","5.0","5.0","Everyone","Photo & Video","37","9"
"1868","è‹±ç†Ÿèªžã‚¿ãƒ¼ã‚²ãƒƒãƒˆ1000ï¼ˆ4è¨‚ç‰ˆï¼‰","70","4.99","0","0","0.0","0.0","Everyone","Education","37","2"
"1869","Survivalcraft","55","3.99","19784","1086","4.0","4.5","Low maturity","Games","43","1"
"1870","Talking Ginger 2","81","0.00","8311","101","4.5","4.5","Everyone","Entertainment","38","13"
"1871","Dr. Panda Beauty Salon","154","2.99","527","17","4.5","4.5","Everyone","Education","40","19"
"1872","Heads Up!","90","0.99","9567","356","4.5","4.5","High maturity","Games","37","2"
"1873","World of Cubes Survival Craft","187","0.00","2758","53","4.0","3.5","Low maturity","Games","37","1"
"1874","PDF Export - Photos to PDF and Converter","59","2.99","41","6","3.5","4.5","Everyone","Business","37","29"
"1875","Bloons TD Battles","107","0.00","67861","173","4.5","4.5","Low maturity","Games","40","1"
"1876","Where's My Mickey?","131","1.99","2846","89","4.0","2.5","Low maturity","Games","38","11"
"1877","Hearthstone","2406","0.00","34694","50","4.0","4.0","High maturity","Games","40","12"
"1878","Geometry Dash","84","1.99","266440","6263","5.0","4.5","Everyone","Games","37","1"
"1879","Sproggiwood","439","4.99","105","37","4.5","4.5","High maturity","Games","40","1"
"1880","HairTech-Head Sheets","6","2.99","14","2","3.0","1.5","Everyone","Productivity","24","1"
"1881","Stupid Test!","32","0.00","2485","2112","4.5","5.0","Everyone","Games","37","1"
"1882","Eurovision Song Contest - The Official App","71","0.00","68","6","3.0","3.5","High maturity","Entertainment","37","2"
"1883","The Fast Metabolism Dietâ€“ customized meal planning","36","2.99","261","21","3.5","3.5","Everyone","Health & Fitness","38","1"
"1884","MLB.com Home Run Derby 17","233","0.00","100035","195","4.5","3.5","Everyone","Games","37","1"
"1885","Faded - Photo Editor","119","1.99","24530","3551","4.5","4.5","Everyone","Photo & Video","38","5"
"1886","Sorcery!","170","4.99","662","22","4.0","3.5","High maturity","Games","38","1"
"1887","Sorcery! 2","271","4.99","308","10","5.0","5.0","High maturity","Games","38","1"
"1888","OPM Alert","30","0.00","172","4","2.0","3.0","Everyone","News","37","1"
"1889","Doodle Jump Easter Special","17","0.00","900","5","4.5","4.0","Everyone","Games","37","1"
"1890","Icon Pop Song","52","0.00","2199","554","4.5","4.0","Everyone","Games","43","1"
"1891","Yahoo Weather","123","0.00","112603","537","4.5","4.5","Everyone","Weather","37","39"
"1892","Draw Rider Plus","37","1.99","1490","3","4.5","4.5","High maturity","Games","37","1"
"1893","Stick Texting â€“ The College Series","51","1.99","24","1","3.5","5.0","High maturity","Utilities","37","1"
"1894","Writing Wizard - Kids Learn to Write Letters, Alphabet & Words","43","3.99","349","94","4.5","4.5","Everyone","Education","38","6"
"1895","Official Life in the UK Test â€“ 3rd Edition","6","4.99","3","3","2.0","2.0","Everyone","Education","43","1"
"1896","Star Command","153","2.99","3473","619","4.0","4.0","High maturity","Games","43","1"
"1897","BAA Marathon","100","0.00","70","11","2.5","1.5","Everyone","Sports","37","17"
"1898","Dots: A Game About Connecting","113","0.00","11900","7","4.0","4.0","Everyone","Games","37","1"
"1899","Costume Quest","717","2.99","408","356","4.0","4.0","High maturity","Games","40","1"
"1900","Close Up Pics Quiz - Guess the Word Trivia Games","96","0.00","48032","899","4.5","4.0","Everyone","Games","40","1"
"1901","Make-Up Touch 2 - Kids Games & Girls Dressup Game","53","0.00","1214","68","3.5","4.0","Everyone","Games","38","25"
"1902","UE BOOM","28","0.00","612","12","2.5","3.5","Everyone","Music","38","8"
"1903","é¬¼ã¨ã³","10","0.00","6","1","5.0","5.0","Everyone","Games","40","2"
"1904","Rivals for Catan","288","0.99","263","94","3.5","3.0","Everyone","Games","43","2"
"1905","TetrisÂ® Blitz","131","0.00","122868","176","4.5","4.0","Everyone","Games","37","11"
"1906","Deus Ex: The Fall","1655","4.99","6764","105","4.0","4.5","High maturity","Games","37","5"
"1907","Baldur's Gate II:EE","2272","9.99","373","134","4.0","4.0","High maturity","Games","43","1"
"1908","Transport Tycoon","385","6.99","516","8","4.5","4.5","Everyone","Games","40","5"
"1909","e-Sword LT: Bible Study on the Go","19","1.99","2152","241","5.0","5.0","Everyone","Reference","37","3"
"1910","Duet Game","88","2.99","14407","207","5.0","4.5","Everyone","Games","37","14"
"1911","Crane Game Toreba!","36","0.00","323","8","2.5","2.0","Everyone","Games","37","5"
"1912","GlitchÃ©","31","0.99","1338","202","4.0","4.5","Everyone","Photo & Video","37","1"
"1913","McPlayâ„¢","409","0.00","3278","39","2.5","3.0","Everyone","Games","37","1"
